progress_id,ship_no,process_code,workshop_code,period_date,plan_qty,actual_qty,complete_rate,deviation_rate,delay_days,risk_level,batch_code,quality_pass_qty,rework_qty,source_type,anomaly_flag
P0004086,H2603,AZTP,WSF,2025-05-25,15.92,15.72,0.9874,-0.0126,0,低,批次02-202505,15.58,0.14,衍生模拟,
P0004087,H2604,YCL,WSA,2025-05-25,32.08,28.53,0.8893,-0.1107,3,中,批次02-202505,28.16,0.37,衍生模拟,
P0004088,H2604,YCL,WSB,2025-05-25,30.42,27.45,0.9024,-0.0976,2,中,批次02-202505,26.88,0.57,衍生模拟,
P0004089,H2604,ZZTP,WSC,2025-05-25,28.28,26.77,0.9466,-0.0534,2,中,批次02-202505,26.47,0.3,衍生模拟,
P0004090,H2604,ZZTP,WSD,2025-05-25,26.77,25.39,0.9484,-0.0516,2,中,批次02-202505,25.09,0.3,衍生模拟,
P0004091,H2604,AZTP,WSE,2025-05-25,18.35,16.38,0.8926,-0.1074,3,中,批次02-202505,16.04,0.34,衍生模拟,
P0004092,H2604,AZTP,WSF,2025-05-25,20.5,18.11,0.8834,-0.1166,3,中,批次02-202505,17.63,0.48,衍生模拟,
P0004093,H2605,YCL,WSA,2025-05-25,33.45,31.9,0.9537,-0.0463,1,低,批次03-202505,31.61,0.29,衍生模拟,
P0004094,H2605,YCL,WSB,2025-05-25,33.26,31.81,0.9564,-0.0436,1,低,批次03-202505,31.15,0.66,衍生模拟,
P0004095,H2605,ZZTP,WSC,2025-05-25,30.12,31.02,1.0299,0.0299,0,低,批次03-202505,30.84,0.18,衍生模拟,
P0004096,H2605,ZZTP,WSD,2025-05-25,24.27,24.99,1.0297,0.0297,0,低,批次03-202505,24.35,0.64,衍生模拟,
P0004097,H2605,AZTP,WSE,2025-05-25,21.85,21.3,0.9748,-0.0252,1,低,批次03-202505,20.81,0.49,衍生模拟,
P0004098,H2605,AZTP,WSF,2025-05-25,18.98,18.66,0.9831,-0.0169,0,低,批次03-202505,18.27,0.39,衍生模拟,
P0004099,H2606,YCL,WSA,2025-05-25,37.52,36.75,0.9795,-0.0205,1,低,批次03-202505,35.65,1.1,衍生模拟,
P0004100,H2606,YCL,WSB,2025-05-25,35.74,34.73,0.9717,-0.0283,1,低,批次03-202505,34.5,0.23,衍生模拟,
P0004101,H2606,ZZTP,WSC,2025-05-25,29.73,29.81,1.0027,0.0027,0,低,批次03-202505,29.2,0.61,衍生模拟,
P0004102,H2606,ZZTP,WSD,2025-05-25,28.61,28.52,0.9969,-0.0031,0,低,批次03-202505,28.31,0.21,衍生模拟,
P0004103,H2606,AZTP,WSE,2025-05-25,24.25,24.05,0.9918,-0.0082,0,低,批次03-202505,23.41,0.64,衍生模拟,
P0004104,H2606,AZTP,WSF,2025-05-25,18.66,18.39,0.9855,-0.0145,0,低,批次03-202505,18.28,0.11,衍生模拟,
P0004105,H2601,YCL,WSA,2025-05-26,29.32,18.78,0.6405,-0.3595,12,高,批次01-202505,18.3,0.48,衍生模拟,源头异常
P0004106,H2601,YCL,WSB,2025-05-26,26.99,16.45,0.6095,-0.3905,12,高,批次01-202505,16.05,0.4,衍生模拟,源头异常
P0004107,H2601,ZZTP,WSC,2025-05-26,25.07,25.81,1.0295,0.0295,0,低,批次01-202505,24.96,0.85,衍生模拟,
P0004108,H2601,ZZTP,WSD,2025-05-26,22.91,23.6,1.0301,0.0301,0,低,批次01-202505,23.14,0.46,衍生模拟,
P0004109,H2601,AZTP,WSE,2025-05-26,19.11,17.28,0.9042,-0.0958,2,中,批次01-202505,16.95,0.33,衍生模拟,
P0004110,H2601,AZTP,WSF,2025-05-26,15.23,13.76,0.9035,-0.0965,2,中,批次01-202505,13.63,0.13,衍生模拟,
P0004111,H2602,YCL,WSA,2025-05-26,37.03,35.86,0.9684,-0.0316,1,低,批次01-202505,35.05,0.81,衍生模拟,
P0004112,H2602,YCL,WSB,2025-05-26,32.66,31.68,0.97,-0.03,1,低,批次01-202505,30.76,0.92,衍生模拟,
P0004113,H2602,ZZTP,WSC,2025-05-26,21.68,21.64,0.9982,-0.0018,0,低,批次01-202505,20.92,0.72,衍生模拟,
P0004114,H2602,ZZTP,WSD,2025-05-26,21.68,21.55,0.994,-0.006,0,低,批次01-202505,21.44,0.11,衍生模拟,
P0004115,H2602,AZTP,WSE,2025-05-26,18.38,17.98,0.9782,-0.0218,1,低,批次01-202505,17.75,0.23,衍生模拟,
P0004116,H2602,AZTP,WSF,2025-05-26,15.24,15.02,0.9856,-0.0144,0,低,批次01-202505,14.84,0.18,衍生模拟,
P0004117,H2603,YCL,WSA,2025-05-26,37.12,36.4,0.9806,-0.0194,0,低,批次02-202505,35.62,0.78,衍生模拟,
P0004118,H2603,YCL,WSB,2025-05-26,31.9,30.92,0.9693,-0.0307,1,低,批次02-202505,29.93,0.99,衍生模拟,
P0004119,H2603,ZZTP,WSC,2025-05-26,28.74,27.62,0.961,-0.039,1,低,批次02-202505,27.39,0.23,衍生模拟,
P0004120,H2603,ZZTP,WSD,2025-05-26,21.6,20.93,0.969,-0.031,1,低,批次02-202505,20.23,0.7,衍生模拟,
P0004121,H2603,AZTP,WSE,2025-05-26,18.06,17.98,0.9956,-0.0044,0,低,批次02-202505,17.41,0.57,衍生模拟,
P0004122,H2603,AZTP,WSF,2025-05-26,18.92,18.78,0.9926,-0.0074,0,低,批次02-202505,18.6,0.18,衍生模拟,
P0004123,H2604,YCL,WSA,2025-05-26,37.78,33.52,0.8872,-0.1128,3,中,批次02-202505,32.47,1.05,衍生模拟,
P0004124,H2604,YCL,WSB,2025-05-26,30.43,27.34,0.8985,-0.1015,3,中,批次02-202505,26.68,0.66,衍生模拟,
P0004125,H2604,ZZTP,WSC,2025-05-26,29.23,27.75,0.9494,-0.0506,2,中,批次02-202505,27.27,0.48,衍生模拟,
P0004126,H2604,ZZTP,WSD,2025-05-26,26.85,25,0.9311,-0.0689,2,中,批次02-202505,24.6,0.4,衍生模拟,
P0004127,H2604,AZTP,WSE,2025-05-26,21,18.89,0.8995,-0.1005,3,中,批次02-202505,18.42,0.47,衍生模拟,
P0004128,H2604,AZTP,WSF,2025-05-26,16.87,15.16,0.8986,-0.1014,3,中,批次02-202505,14.89,0.27,衍生模拟,
P0004129,H2605,YCL,WSA,2025-05-26,37.84,35.47,0.9374,-0.0626,2,中,批次03-202505,34.75,0.72,衍生模拟,
P0004130,H2605,YCL,WSB,2025-05-26,34.56,32.74,0.9473,-0.0527,2,中,批次03-202505,32.34,0.4,衍生模拟,
P0004131,H2605,ZZTP,WSC,2025-05-26,31.14,32.08,1.0302,0.0302,0,低,批次03-202505,31.82,0.26,衍生模拟,
P0004132,H2605,ZZTP,WSD,2025-05-26,22.87,23.3,1.0188,0.0188,0,低,批次03-202505,22.75,0.55,衍生模拟,
P0004133,H2605,AZTP,WSE,2025-05-26,20.07,19.42,0.9676,-0.0324,1,低,批次03-202505,19.32,0.1,衍生模拟,
P0004134,H2605,AZTP,WSF,2025-05-26,18.64,18.21,0.9769,-0.0231,1,低,批次03-202505,18.11,0.1,衍生模拟,
P0004135,H2606,YCL,WSA,2025-05-26,38.52,37.73,0.9795,-0.0205,1,低,批次03-202505,37.27,0.46,衍生模拟,
P0004136,H2606,YCL,WSB,2025-05-26,39.36,38,0.9654,-0.0346,1,低,批次03-202505,36.9,1.1,衍生模拟,
P0004137,H2606,ZZTP,WSC,2025-05-26,31.17,31.19,1.0006,0.0006,0,低,批次03-202505,30.53,0.66,衍生模拟,
P0004138,H2606,ZZTP,WSD,2025-05-26,24.92,24.81,0.9956,-0.0044,0,低,批次03-202505,24.19,0.62,衍生模拟,
P0004139,H2606,AZTP,WSE,2025-05-26,21.31,21.35,1.0019,0.0019,0,低,批次03-202505,21.12,0.23,衍生模拟,
P0004140,H2606,AZTP,WSF,2025-05-26,22.31,22.05,0.9883,-0.0117,0,低,批次03-202505,21.4,0.65,衍生模拟,
P0004141,H2601,YCL,WSA,2025-05-27,31.91,19.3,0.6048,-0.3952,12,高,批次01-202505,19.11,0.19,衍生模拟,源头异常
P0004142,H2601,YCL,WSB,2025-05-27,25.06,15.04,0.6002,-0.3998,12,高,批次01-202505,14.76,0.28,衍生模拟,源头异常
P0004143,H2601,ZZTP,WSC,2025-05-27,23.39,24.03,1.0274,0.0274,0,低,批次01-202505,23.3,0.73,衍生模拟,
P0004144,H2601,ZZTP,WSD,2025-05-27,21.03,21.47,1.0209,0.0209,0,低,批次01-202505,20.81,0.66,衍生模拟,
P0004145,H2601,AZTP,WSE,2025-05-27,16.59,15.21,0.9168,-0.0832,2,中,批次01-202505,15.03,0.18,衍生模拟,
P0004146,H2601,AZTP,WSF,2025-05-27,16.85,15.44,0.9163,-0.0837,2,中,批次01-202505,14.93,0.51,衍生模拟,
P0004147,H2602,YCL,WSA,2025-05-27,34.64,33.64,0.9711,-0.0289,1,低,批次01-202505,32.47,1.17,衍生模拟,
P0004148,H2602,YCL,WSB,2025-05-27,27.98,27.12,0.9693,-0.0307,1,低,批次01-202505,26.62,0.5,衍生模拟,
P0004149,H2602,ZZTP,WSC,2025-05-27,25.75,25.88,1.005,0.005,0,低,批次01-202505,25.31,0.57,衍生模拟,
P0004150,H2602,ZZTP,WSD,2025-05-27,24.91,24.85,0.9976,-0.0024,0,低,批次01-202505,24.06,0.79,衍生模拟,
P0004151,H2602,AZTP,WSE,2025-05-27,21.61,21.16,0.9792,-0.0208,1,低,批次01-202505,20.9,0.26,衍生模拟,
P0004152,H2602,AZTP,WSF,2025-05-27,15.66,15.26,0.9745,-0.0255,1,低,批次01-202505,15.14,0.12,衍生模拟,
P0004153,H2603,YCL,WSA,2025-05-27,33.61,32.97,0.981,-0.019,0,低,批次02-202505,32.03,0.94,衍生模拟,
P0004154,H2603,YCL,WSB,2025-05-27,34.37,33.65,0.9791,-0.0209,1,低,批次02-202505,32.54,1.11,衍生模拟,
P0004155,H2603,ZZTP,WSC,2025-05-27,27.36,26.2,0.9576,-0.0424,1,低,批次02-202505,25.87,0.33,衍生模拟,
P0004156,H2603,ZZTP,WSD,2025-05-27,26.51,25.39,0.9578,-0.0422,1,低,批次02-202505,24.68,0.71,衍生模拟,
P0004157,H2603,AZTP,WSE,2025-05-27,17.57,17.37,0.9886,-0.0114,0,低,批次02-202505,17.22,0.15,衍生模拟,
P0004158,H2603,AZTP,WSF,2025-05-27,19.72,19.4,0.9838,-0.0162,0,低,批次02-202505,18.87,0.53,衍生模拟,
P0004159,H2604,YCL,WSA,2025-05-27,38.63,34.17,0.8845,-0.1155,3,中,批次02-202505,33.73,0.44,衍生模拟,
P0004160,H2604,YCL,WSB,2025-05-27,33.09,29.24,0.8837,-0.1163,3,中,批次02-202505,28.66,0.58,衍生模拟,
P0004161,H2604,ZZTP,WSC,2025-05-27,22.77,21.53,0.9455,-0.0545,2,中,批次02-202505,21.17,0.36,衍生模拟,
P0004162,H2604,ZZTP,WSD,2025-05-27,22.46,21.23,0.9452,-0.0548,2,中,批次02-202505,20.88,0.35,衍生模拟,
P0004163,H2604,AZTP,WSE,2025-05-27,20.96,18.65,0.8898,-0.1102,3,中,批次02-202505,18.01,0.64,衍生模拟,
P0004164,H2604,AZTP,WSF,2025-05-27,19.98,17.8,0.8909,-0.1091,3,中,批次02-202505,17.34,0.46,衍生模拟,
P0004165,H2605,YCL,WSA,2025-05-27,34.24,32.53,0.9501,-0.0499,1,低,批次03-202505,31.52,1.01,衍生模拟,
P0004166,H2605,YCL,WSB,2025-05-27,31.84,30.06,0.9441,-0.0559,2,中,批次03-202505,29.51,0.55,衍生模拟,
P0004167,H2605,ZZTP,WSC,2025-05-27,23.89,24.4,1.0213,0.0213,0,低,批次03-202505,23.79,0.61,衍生模拟,
P0004168,H2605,ZZTP,WSD,2025-05-27,23.1,23.75,1.0281,0.0281,0,低,批次03-202505,22.93,0.82,衍生模拟,
P0004169,H2605,AZTP,WSE,2025-05-27,20.97,20.28,0.9671,-0.0329,1,低,批次03-202505,19.75,0.53,衍生模拟,
P0004170,H2605,AZTP,WSF,2025-05-27,17.54,17.24,0.9829,-0.0171,0,低,批次03-202505,16.93,0.31,衍生模拟,
P0004171,H2606,YCL,WSA,2025-05-27,35.89,35.08,0.9774,-0.0226,1,低,批次03-202505,34.17,0.91,衍生模拟,
P0004172,H2606,YCL,WSB,2025-05-27,39.8,38.53,0.9681,-0.0319,1,低,批次03-202505,37.96,0.57,衍生模拟,
P0004173,H2606,ZZTP,WSC,2025-05-27,29.49,29.21,0.9905,-0.0095,0,低,批次03-202505,28.32,0.89,衍生模拟,
P0004174,H2606,ZZTP,WSD,2025-05-27,24.14,23.94,0.9917,-0.0083,0,低,批次03-202505,23.81,0.13,衍生模拟,
P0004175,H2606,AZTP,WSE,2025-05-27,25.55,25.16,0.9847,-0.0153,0,低,批次03-202505,24.63,0.53,衍生模拟,
P0004176,H2606,AZTP,WSF,2025-05-27,23.81,23.4,0.9828,-0.0172,0,低,批次03-202505,23.14,0.26,衍生模拟,
P0004177,H2601,YCL,WSA,2025-05-28,31.16,20.01,0.6422,-0.3578,12,高,批次01-202505,19.65,0.36,衍生模拟,源头异常
P0004178,H2601,YCL,WSB,2025-05-28,28.88,17.41,0.6028,-0.3972,12,高,批次01-202505,16.9,0.51,衍生模拟,源头异常
P0004179,H2601,ZZTP,WSC,2025-05-28,24.79,25.54,1.0303,0.0303,0,低,批次01-202505,25.2,0.34,衍生模拟,
P0004180,H2601,ZZTP,WSD,2025-05-28,18.81,19.35,1.0287,0.0287,0,低,批次01-202505,19.15,0.2,衍生模拟,
P0004181,H2601,AZTP,WSE,2025-05-28,19.67,17.85,0.9075,-0.0925,2,中,批次01-202505,17.61,0.24,衍生模拟,
P0004182,H2601,AZTP,WSF,2025-05-28,17.17,15.79,0.9196,-0.0804,2,中,批次01-202505,15.37,0.42,衍生模拟,
P0004183,H2602,YCL,WSA,2025-05-28,35.98,34.94,0.9711,-0.0289,1,低,批次01-202505,34.22,0.72,衍生模拟,
P0004184,H2602,YCL,WSB,2025-05-28,30.75,30.22,0.9828,-0.0172,0,低,批次01-202505,29.85,0.37,衍生模拟,
P0004185,H2602,ZZTP,WSC,2025-05-28,27.24,27.1,0.9949,-0.0051,0,低,批次01-202505,26.58,0.52,衍生模拟,
P0004186,H2602,ZZTP,WSD,2025-05-28,22.7,22.59,0.9952,-0.0048,0,低,批次01-202505,22.39,0.2,衍生模拟,
P0004187,H2602,AZTP,WSE,2025-05-28,20.18,19.66,0.9742,-0.0258,1,低,批次01-202505,19.34,0.32,衍生模拟,
P0004188,H2602,AZTP,WSF,2025-05-28,17.2,16.72,0.9721,-0.0279,1,低,批次01-202505,16.58,0.14,衍生模拟,
P0004189,H2603,YCL,WSA,2025-05-28,38.12,37.09,0.973,-0.027,1,低,批次02-202505,35.87,1.22,衍生模拟,
P0004190,H2603,YCL,WSB,2025-05-28,27.66,26.9,0.9725,-0.0275,1,低,批次02-202505,25.99,0.91,衍生模拟,
P0004191,H2603,ZZTP,WSC,2025-05-28,27.27,25.96,0.952,-0.048,1,低,批次02-202505,25.74,0.22,衍生模拟,
P0004192,H2603,ZZTP,WSD,2025-05-28,20.86,19.93,0.9554,-0.0446,1,低,批次02-202505,19.52,0.41,衍生模拟,
P0004193,H2603,AZTP,WSE,2025-05-28,21.31,21.15,0.9925,-0.0075,0,低,批次02-202505,20.65,0.5,衍生模拟,
P0004194,H2603,AZTP,WSF,2025-05-28,20.38,20.07,0.9848,-0.0152,0,低,批次02-202505,19.64,0.43,衍生模拟,
P0004195,H2604,YCL,WSA,2025-05-28,33.47,29.87,0.8924,-0.1076,3,中,批次02-202505,29.51,0.36,衍生模拟,
P0004196,H2604,YCL,WSB,2025-05-28,30.45,26.97,0.8857,-0.1143,3,中,批次02-202505,26.1,0.87,衍生模拟,
P0004197,H2604,ZZTP,WSC,2025-05-28,25.59,24.04,0.9394,-0.0606,2,中,批次02-202505,23.27,0.77,衍生模拟,
P0004198,H2604,ZZTP,WSD,2025-05-28,22.61,21.35,0.9443,-0.0557,2,中,批次02-202505,20.8,0.55,衍生模拟,
P0004199,H2604,AZTP,WSE,2025-05-28,23.09,20.53,0.8891,-0.1109,3,中,批次02-202505,20.24,0.29,衍生模拟,
P0004200,H2604,AZTP,WSF,2025-05-28,18.65,16.44,0.8815,-0.1185,3,中,批次02-202505,16.08,0.36,衍生模拟,
P0004201,H2605,YCL,WSA,2025-05-28,34.72,33.01,0.9507,-0.0493,1,低,批次03-202505,32.67,0.34,衍生模拟,
P0004202,H2605,YCL,WSB,2025-05-28,38.24,36.07,0.9433,-0.0567,2,中,批次03-202505,35.44,0.63,衍生模拟,
P0004203,H2605,ZZTP,WSC,2025-05-28,25.8,26.57,1.0298,0.0298,0,低,批次03-202505,25.7,0.87,衍生模拟,
P0004204,H2605,ZZTP,WSD,2025-05-28,26.01,26.8,1.0304,0.0304,0,低,批次03-202505,26.6,0.2,衍生模拟,
P0004205,H2605,AZTP,WSE,2025-05-28,20.52,20.04,0.9766,-0.0234,1,低,批次03-202505,19.44,0.6,衍生模拟,
P0004206,H2605,AZTP,WSF,2025-05-28,17.67,17.13,0.9694,-0.0306,1,低,批次03-202505,16.98,0.15,衍生模拟,
P0004207,H2606,YCL,WSA,2025-05-28,35.58,34.57,0.9716,-0.0284,1,低,批次03-202505,33.98,0.59,衍生模拟,
P0004208,H2606,YCL,WSB,2025-05-28,36.53,35.84,0.9811,-0.0189,0,低,批次03-202505,34.72,1.12,衍生模拟,
P0004209,H2606,ZZTP,WSC,2025-05-28,25.78,25.79,1.0004,0.0004,0,低,批次03-202505,24.99,0.8,衍生模拟,
P0004210,H2606,ZZTP,WSD,2025-05-28,26.42,26.56,1.0053,0.0053,0,低,批次03-202505,26.1,0.46,衍生模拟,
P0004211,H2606,AZTP,WSE,2025-05-28,25.88,25.69,0.9927,-0.0073,0,低,批次03-202505,25.24,0.45,衍生模拟,
P0004212,H2606,AZTP,WSF,2025-05-28,22.29,22.25,0.9982,-0.0018,0,低,批次03-202505,21.49,0.76,衍生模拟,
P0004213,H2601,YCL,WSA,2025-05-29,29.29,18.98,0.648,-0.352,12,高,批次01-202505,18.43,0.55,衍生模拟,源头异常
P0004214,H2601,YCL,WSB,2025-05-29,30.57,19.32,0.632,-0.368,12,高,批次01-202505,19.05,0.27,衍生模拟,源头异常
P0004215,H2601,ZZTP,WSC,2025-05-29,26.12,26.57,1.0172,0.0172,0,低,批次01-202505,25.8,0.77,衍生模拟,
P0004216,H2601,ZZTP,WSD,2025-05-29,22.4,22.79,1.0174,0.0174,0,低,批次01-202505,22.65,0.14,衍生模拟,
P0004217,H2601,AZTP,WSE,2025-05-29,16.71,15.3,0.9156,-0.0844,2,中,批次01-202505,14.79,0.51,衍生模拟,
P0004218,H2601,AZTP,WSF,2025-05-29,16.5,15.1,0.9152,-0.0848,2,中,批次01-202505,14.72,0.38,衍生模拟,
P0004219,H2602,YCL,WSA,2025-05-29,30.78,30.06,0.9766,-0.0234,1,低,批次01-202505,29.62,0.44,衍生模拟,
P0004220,H2602,YCL,WSB,2025-05-29,29.48,28.73,0.9746,-0.0254,1,低,批次01-202505,27.83,0.9,衍生模拟,
P0004221,H2602,ZZTP,WSC,2025-05-29,21,20.9,0.9952,-0.0048,0,低,批次01-202505,20.5,0.4,衍生模拟,
P0004222,H2602,ZZTP,WSD,2025-05-29,25.01,24.89,0.9952,-0.0048,0,低,批次01-202505,24.12,0.77,衍生模拟,
P0004223,H2602,AZTP,WSE,2025-05-29,20.95,20.38,0.9728,-0.0272,1,低,批次01-202505,20.08,0.3,衍生模拟,
P0004224,H2602,AZTP,WSF,2025-05-29,18.09,17.57,0.9713,-0.0287,1,低,批次01-202505,17.2,0.37,衍生模拟,
P0004225,H2603,YCL,WSA,2025-05-29,33.37,32.45,0.9724,-0.0276,1,低,批次02-202505,31.44,1.01,衍生模拟,
P0004226,H2603,YCL,WSB,2025-05-29,31.3,30.89,0.9869,-0.0131,0,低,批次02-202505,30.3,0.59,衍生模拟,
P0004227,H2603,ZZTP,WSC,2025-05-29,28.35,27.31,0.9633,-0.0367,1,低,批次02-202505,26.6,0.71,衍生模拟,
P0004228,H2603,ZZTP,WSD,2025-05-29,22.19,21.18,0.9545,-0.0455,1,低,批次02-202505,20.72,0.46,衍生模拟,
P0004229,H2603,AZTP,WSE,2025-05-29,21.86,21.68,0.9918,-0.0082,0,低,批次02-202505,21.55,0.13,衍生模拟,
P0004230,H2603,AZTP,WSF,2025-05-29,20.1,19.87,0.9886,-0.0114,0,低,批次02-202505,19.76,0.11,衍生模拟,
P0004231,H2604,YCL,WSA,2025-05-29,38.37,33.87,0.8827,-0.1173,3,中,批次02-202505,33.04,0.83,衍生模拟,
P0004232,H2604,YCL,WSB,2025-05-29,36.71,32.42,0.8831,-0.1169,3,中,批次02-202505,31.46,0.96,衍生模拟,
P0004233,H2604,ZZTP,WSC,2025-05-29,28.81,27.2,0.9441,-0.0559,2,中,批次02-202505,26.48,0.72,衍生模拟,
P0004234,H2604,ZZTP,WSD,2025-05-29,25.87,24.06,0.93,-0.07,2,中,批次02-202505,23.64,0.42,衍生模拟,
P0004235,H2604,AZTP,WSE,2025-05-29,21.41,19.04,0.8893,-0.1107,3,中,批次02-202505,18.62,0.42,衍生模拟,
P0004236,H2604,AZTP,WSF,2025-05-29,17.37,15.39,0.886,-0.114,3,中,批次02-202505,15.1,0.29,衍生模拟,
P0004237,H2605,YCL,WSA,2025-05-29,41.75,39.74,0.9519,-0.0481,1,低,批次03-202505,38.37,1.37,衍生模拟,
P0004238,H2605,YCL,WSB,2025-05-29,37.87,35.8,0.9453,-0.0547,2,中,批次03-202505,34.99,0.81,衍生模拟,
P0004239,H2605,ZZTP,WSC,2025-05-29,29.12,29.8,1.0234,0.0234,0,低,批次03-202505,29.12,0.68,衍生模拟,
P0004240,H2605,ZZTP,WSD,2025-05-29,24.71,25.45,1.0299,0.0299,0,低,批次03-202505,24.75,0.7,衍生模拟,
P0004241,H2605,AZTP,WSE,2025-05-29,24.83,24.25,0.9766,-0.0234,1,低,批次03-202505,23.46,0.79,衍生模拟,
P0004242,H2605,AZTP,WSF,2025-05-29,22.38,21.93,0.9799,-0.0201,1,低,批次03-202505,21.24,0.69,衍生模拟,
P0004243,H2606,YCL,WSA,2025-05-29,43.76,42.28,0.9662,-0.0338,1,低,批次03-202505,41.11,1.17,衍生模拟,
P0004244,H2606,YCL,WSB,2025-05-29,35.68,34.96,0.9798,-0.0202,1,低,批次03-202505,33.74,1.22,衍生模拟,
P0004245,H2606,ZZTP,WSC,2025-05-29,27.25,27.06,0.993,-0.007,0,低,批次03-202505,26.81,0.25,衍生模拟,
P0004246,H2606,ZZTP,WSD,2025-05-29,24.3,24.04,0.9893,-0.0107,0,低,批次03-202505,23.43,0.61,衍生模拟,
P0004247,H2606,AZTP,WSE,2025-05-29,23.41,23.38,0.9987,-0.0013,0,低,批次03-202505,23.07,0.31,衍生模拟,
P0004248,H2606,AZTP,WSF,2025-05-29,22.59,22.46,0.9942,-0.0058,0,低,批次03-202505,22.32,0.14,衍生模拟,
P0004249,H2601,YCL,WSA,2025-05-30,34.74,21.17,0.6094,-0.3906,12,高,批次01-202505,20.87,0.3,衍生模拟,源头异常
P0004250,H2601,YCL,WSB,2025-05-30,30.74,19.34,0.6291,-0.3709,12,高,批次01-202505,18.85,0.49,衍生模拟,源头异常
P0004251,H2601,ZZTP,WSC,2025-05-30,24.05,24.73,1.0283,0.0283,0,低,批次01-202505,24.32,0.41,衍生模拟,
P0004252,H2601,ZZTP,WSD,2025-05-30,22,22.66,1.03,0.03,0,低,批次01-202505,22.46,0.2,衍生模拟,
P0004253,H2601,AZTP,WSE,2025-05-30,20.13,18.56,0.922,-0.078,2,中,批次01-202505,18.28,0.28,衍生模拟,
P0004254,H2601,AZTP,WSF,2025-05-30,15.53,14.16,0.9118,-0.0882,2,中,批次01-202505,14,0.16,衍生模拟,
P0004255,H2602,YCL,WSA,2025-05-30,31.73,31.03,0.9779,-0.0221,1,低,批次01-202505,30.66,0.37,衍生模拟,
P0004256,H2602,YCL,WSB,2025-05-30,31.76,31.28,0.9849,-0.0151,0,低,批次01-202505,30.34,0.94,衍生模拟,
P0004257,H2602,ZZTP,WSC,2025-05-30,25.5,25.23,0.9894,-0.0106,0,低,批次01-202505,24.99,0.24,衍生模拟,
P0004258,H2602,ZZTP,WSD,2025-05-30,25.24,25.21,0.9988,-0.0012,0,低,批次01-202505,24.69,0.52,衍生模拟,
P0004259,H2602,AZTP,WSE,2025-05-30,18.29,17.78,0.9721,-0.0279,1,低,批次01-202505,17.42,0.36,衍生模拟,
P0004260,H2602,AZTP,WSF,2025-05-30,17.14,16.91,0.9866,-0.0134,0,低,批次01-202505,16.48,0.43,衍生模拟,
P0004261,H2603,YCL,WSA,2025-05-30,38.53,37.97,0.9855,-0.0145,0,低,批次02-202505,37.35,0.62,衍生模拟,
P0004262,H2603,YCL,WSB,2025-05-30,29.35,28.44,0.969,-0.031,1,低,批次02-202505,27.87,0.57,衍生模拟,
P0004263,H2603,ZZTP,WSC,2025-05-30,26.68,25.6,0.9595,-0.0405,1,低,批次02-202505,24.87,0.73,衍生模拟,
P0004264,H2603,ZZTP,WSD,2025-05-30,23.96,22.85,0.9537,-0.0463,1,低,批次02-202505,22.22,0.63,衍生模拟,
P0004265,H2603,AZTP,WSE,2025-05-30,21.24,20.76,0.9774,-0.0226,1,低,批次02-202505,20.48,0.28,衍生模拟,
P0004266,H2603,AZTP,WSF,2025-05-30,20.47,20.34,0.9936,-0.0064,0,低,批次02-202505,20.22,0.12,衍生模拟,
P0004267,H2604,YCL,WSA,2025-05-30,32.96,29.57,0.8971,-0.1029,3,中,批次02-202505,29.36,0.21,衍生模拟,
P0004268,H2604,YCL,WSB,2025-05-30,31.25,28.01,0.8963,-0.1037,3,中,批次02-202505,27.53,0.48,衍生模拟,
P0004269,H2604,ZZTP,WSC,2025-05-30,22.72,21.57,0.9494,-0.0506,2,中,批次02-202505,20.87,0.7,衍生模拟,
P0004270,H2604,ZZTP,WSD,2025-05-30,26.22,24.82,0.9466,-0.0534,2,中,批次02-202505,24.33,0.49,衍生模拟,
P0004271,H2604,AZTP,WSE,2025-05-30,18.69,16.48,0.8818,-0.1182,3,中,批次02-202505,16.26,0.22,衍生模拟,
P0004272,H2604,AZTP,WSF,2025-05-30,21.49,19.25,0.8958,-0.1042,3,中,批次02-202505,18.81,0.44,衍生模拟,
P0004273,H2605,YCL,WSA,2025-05-30,40.61,38.06,0.9372,-0.0628,2,中,批次03-202505,37.24,0.82,衍生模拟,
P0004274,H2605,YCL,WSB,2025-05-30,30.65,28.84,0.9409,-0.0591,2,中,批次03-202505,28.61,0.23,衍生模拟,
P0004275,H2605,ZZTP,WSC,2025-05-30,26.8,27.54,1.0276,0.0276,0,低,批次03-202505,27.4,0.14,衍生模拟,
P0004276,H2605,ZZTP,WSD,2025-05-30,23.48,24.04,1.0239,0.0239,0,低,批次03-202505,23.81,0.23,衍生模拟,
P0004277,H2605,AZTP,WSE,2025-05-30,24.31,23.56,0.9691,-0.0309,1,低,批次03-202505,23.06,0.5,衍生模拟,
P0004278,H2605,AZTP,WSF,2025-05-30,21.11,20.68,0.9796,-0.0204,1,低,批次03-202505,20.45,0.23,衍生模拟,
P0004279,H2606,YCL,WSA,2025-05-30,38.12,36.77,0.9646,-0.0354,1,低,批次03-202505,36.43,0.34,衍生模拟,
P0004280,H2606,YCL,WSB,2025-05-30,39.56,38.18,0.9651,-0.0349,1,低,批次03-202505,37.31,0.87,衍生模拟,
P0004281,H2606,ZZTP,WSC,2025-05-30,24.79,24.8,1.0004,0.0004,0,低,批次03-202505,24.52,0.28,衍生模拟,
